vru+line,date,q_start,q_exit,q_time,ser_start,ser_exit,ser_time,server,caja
AA0216,991223,0:00:00,0:00:00,0,18:43:04,18:45:11,127,Z2NIRIT,1
AA0216,991223,0:00:00,0:00:00,0,19:15:46,19:20:34,288,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,19:41:57,19:45:08,191,Z2OFERZ,1
AA0216,991223,20:00:50,20:03:01,131,20:03:00,20:08:49,349,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,20:27:47,20:46:31,1124,Z2OFERZ,1
AA0216,991223,20:39:49,20:40:53,64,20:40:52,20:46:04,312,Z2EYAL,2
AA0216,991223,0:00:00,0:00:00,0,21:02:39,21:25:31,1372,Z2OFERZ,1
AA0216,991223,21:36:52,21:37:19,27,21:37:18,21:41:37,259,Z2OFERZ,1
AA0216,991223,21:41:55,21:43:33,98,21:43:32,21:58:55,923,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,22:00:09,22:03:59,230,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,22:11:20,22:12:27,67,Z2EYAL,1
AA0216,991223,0:00:00,0:00:00,0,22:17:24,22:17:51,27,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,22:24:40,22:34:51,611,Z2EYAL,1
AA0216,991223,0:00:00,0:00:00,0,22:35:09,22:46:38,689,Z2OFERZ,1
AA0216,991223,0:00:00,0:00:00,0,22:45:48,23:00:48,900,Z2EYAL,2
AA0216,991223,23:13:39,23:23:34,595,23:23:33,23:26:02,149,Z2OFERZ,1
AA0216,991223,23:25:51,23:26:42,51,23:26:41,23:30:07,206,Z2OFERZ,1
AA0216,991223,23:28:28,23:30:51,143,23:30:50,23:31:22,32,Z2OFERZ,1
AA0216,991223,23:31:31,23:38:21,410,23:38:20,23:52:57,877,Z2OFERZ,1
AA0216,991223,23:39:56,23:53:37,821,23:53:37,0:00:16,399,Z2OFERZ,1
AA0216,991224,0:00:00,0:00:00,0,7:14:08,7:20:46,398,Z2OFERZ,1
AA0216,991224,7:23:03,7:23:15,12,7:23:15,7:30:09,414,Z2OFERZ,1
AA0216,991224,7:29:47,7:30:15,28,7:30:14,7:31:31,77,Z2OFERZ,1
AA0216,991224,0:00:00,0:00:00,0,7:55:13,7:57:00,107,Z2OFERZ,1
AA0216,991224,8:04:07,8:04:32,25,8:04:31,8:14:54,623,Z2LIOR,1
AA0216,991224,0:00:00,0:00:00,0,8:35:57,8:55:41,1184,Z2OFERZ,1
AA0216,991224,8:46:14,8:50:22,248,8:50:21,8:51:48,87,Z2LIOR,2
AA0216,991224,0:00:00,0:00:00,0,9:11:03,9:14:49,226,Z2OFERZ,1
AA0216,991224,9:13:52,9:14:54,62,9:14:53,9:17:54,181,Z2OFERZ,1
AA0216,991224,9:17:22,9:18:00,38,9:17:59,9:18:39,40,Z2OFERZ,1
AA0216,991224,9:19:06,9:20:50,104,9:20:50,9:21:35,45,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,9:23:41,9:24:12,31,Z2LIOR,1
AA0216,991224,0:00:00,0:00:00,0,9:33:32,9:35:13,101,Z2LIOR,1
AA0216,991224,0:00:00,0:00:00,0,9:36:16,9:36:43,27,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,9:36:46,9:37:18,32,Z2LIOR,1
AA0216,991224,0:00:00,0:00:00,0,9:37:41,9:38:15,34,Z2OFERZ,1
AA0216,991224,0:00:00,0:00:00,0,9:41:48,9:42:34,46,Z2EYAL,1
AA0216,991224,9:43:48,9:43:57,9,9:43:56,9:44:34,38,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,9:56:47,9:59:35,168,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,10:00:42,10:08:58,496,Z2OFERZ,1
AA0216,991224,10:06:10,10:07:38,88,10:07:38,10:08:31,53,Z2EYAL,2
AA0216,991224,10:14:31,10:14:53,22,10:14:53,10:17:19,146,Z2LIOR,1
AA0216,991224,0:00:00,0:00:00,0,10:18:58,10:31:17,739,Z2OFERZ,1
AA0216,991224,10:27:03,10:27:29,26,10:27:29,10:37:38,609,Z2EYAL,2
AA0216,991224,0:00:00,0:00:00,0,10:37:02,10:39:27,145,Z2OFERZ,2
AA0216,991224,0:00:00,0:00:00,0,10:42:40,10:45:03,143,Z2OFERZ,1
AA0216,991224,10:53:24,10:54:04,40,10:54:03,10:56:05,122,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,10:57:48,11:01:24,216,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,11:14:06,11:15:49,103,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,11:20:54,11:23:02,128,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,11:39:02,11:42:03,181,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,11:47:42,12:07:07,1165,Z2LIOR,1
AA0216,991224,11:54:21,11:55:22,61,11:55:21,12:03:40,499,Z2OFERZ,2
AA0216,991224,0:00:00,0:00:00,0,12:12:12,12:14:22,130,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,12:16:07,12:22:16,369,Z2EYAL,1
AA0216,991224,12:20:26,12:22:20,114,12:22:19,12:23:04,45,Z2EYAL,1
AA0216,991224,0:00:00,0:00:00,0,12:30:19,12:42:15,716,Z2EYAL,1
AA0216,991224,12:38:41,12:38:48,7,12:38:48,12:41:01,133,Z2OFERZ,2
AA0216,991224,0:00:00,0:00:00,0,13:31:45,13:40:45,540,Z2EYAL,1
AA0216,991225,0:00:00,0:00:00,0,19:23:10,19:26:29,199,Z2OFERZ,1
AA0216,991225,0:00:00,0:00:00,0,19:27:37,20:03:02,2125,Z2NIRIT,1
AA0216,991225,0:00:00,0:00:00,0,20:42:16,20:44:39,143,Z2NIRIT,1
AA0216,991225,0:00:00,0:00:00,0,20:55:53,20:57:26,93,Z2NIRIT,1
AA0216,991225,0:00:00,0:00:00,0,21:02:41,21:05:22,161,Z2NIRIT,1
AA0216,991225,0:00:00,0:00:00,0,21:20:36,21:58:47,2291,Z2NIRIT,1
AA0216,991225,21:28:21,21:28:44,23,21:28:44,21:35:20,396,Z2OFERZ,2
AA0216,991225,0:00:00,0:00:00,0,22:02:52,22:09:09,377,Z2NIRIT,1
AA0216,991225,0:00:00,0:00:00,0,22:22:11,22:44:32,1341,Z2OFERZ,1
AA0216,991225,0:00:00,0:00:00,0,22:35:09,22:35:35,26,Z2NIRIT,2
AA0216,991225,0:00:00,0:00:00,0,22:40:39,22:48:16,457,Z2NIRIT,2
AA0216,991225,0:00:00,0:00:00,0,23:33:45,23:42:29,524,Z2OFERZ,1
AA0216,991225,0:00:00,0:00:00,0,23:41:44,23:44:01,137,Z2NIRIT,2
AA0216,991226,0:00:00,0:00:00,0,7:47:00,7:52:52,352,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,8:02:52,8:06:01,189,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,8:29:37,8:47:12,1055,Z2ARIE,1
AA0216,991226,0:00:00,0:00:00,0,8:48:59,8:51:56,177,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,8:57:48,9:00:45,177,Z2ARIE,1
AA0216,991226,0:00:00,0:00:00,0,9:03:18,9:11:39,501,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,9:10:21,9:20:12,591,Z2ASSAF,2
AA0216,991226,9:11:25,9:16:20,295,9:16:19,9:27:10,651,Z2NIRIT,2
AA0216,991226,9:18:17,9:20:48,151,9:20:47,9:58:50,2283,Z2ASSAF,2
AA0216,991226,9:24:33,9:27:15,162,9:27:14,9:38:36,682,Z2NIRIT,2
AA0216,991226,9:41:51,9:42:02,11,9:42:01,9:43:28,87,Z2NIRIT,2
AA0216,991226,9:43:56,9:44:27,31,9:44:26,9:46:57,151,Z2NIRIT,2
AA0216,991226,0:00:00,0:00:00,0,9:58:52,9:59:19,27,Z2NIRIT,1
AA0216,991226,10:04:50,10:05:26,36,10:05:26,10:10:28,302,Z2ASSAF,1
AA0216,991226,0:00:00,0:00:00,0,10:13:41,10:14:36,55,Z2ASSAF,1
AA0216,991226,0:00:00,0:00:00,0,10:20:26,10:28:00,454,Z2ASSAF,1
AA0216,991226,0:00:00,0:00:00,0,10:29:26,10:36:05,399,Z2ASSAF,1
AA0216,991226,0:00:00,0:00:00,0,10:38:47,10:41:16,149,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,10:49:24,10:55:43,379,Z2ASSAF,1
AA0216,991226,11:10:28,11:10:57,29,11:10:56,11:14:38,222,Z2ASSAF,1
AA0216,991226,11:14:41,11:14:55,14,11:14:54,11:24:42,588,Z2ASSAF,1
AA0216,991226,11:17:01,11:17:38,37,11:17:37,11:31:29,832,Z2NIRIT,2
AA0216,991226,0:00:00,0:00:00,0,11:34:10,11:47:05,775,Z2NIRIT,1
AA0216,991226,11:55:18,11:55:53,35,11:55:51,11:57:35,104,Z2ASSAF,1
AA0216,991226,11:56:12,11:56:59,47,11:56:58,11:58:54,116,Z2NIRIT,2
AA0216,991226,12:08:13,12:09:16,63,12:09:15,12:12:56,221,Z2ASSAF,1
AA0216,991226,12:17:07,12:19:13,126,12:19:13,12:23:09,236,Z2NIRIT,1
AA0216,991226,12:25:13,12:25:53,40,12:25:52,12:27:21,89,Z2NIRIT,1
AA0216,991226,0:00:00,0:00:00,0,12:37:59,13:01:02,1383,Z2ASSAF,1
AA0216,991226,12:44:48,12:46:27,99,12:46:26,12:47:04,38,Z2NIRIT,2
AA0216,991226,12:52:19,12:53:24,65,12:53:23,12:54:30,67,Z2NIRIT,2
AA0216,991226,13:00:49,13:01:08,19,13:01:08,13:05:45,277,Z2ASSAF,1
AA0216,991226,0:00:00,0:00:00,0,13:43:54,13:45:42,108,Z2ARIE,1
AA0216,991226,0:00:00,0:00:00,0,13:51:34,13:57:53,379,Z2ASSAF,1
AA0216,991226,13:55:18,13:56:23,65,13:56:23,14:10:08,825,Z2ARIE,2
AA0216,991226,14:05:26,14:09:01,215,14:09:00,14:26:57,1077,Z2ARIE,2
AA0216,991226,14:19:44,14:23:15,211,14:23:14,14:27:39,265,Z2ASSAF,2
AA0216,991226,0:00:00,0:00:00,0,14:48:15,15:13:18,1503,Z2ASSAF,1
AA0216,991226,14:55:02,14:55:23,21,14:55:22,15:03:24,482,Z2ARIE,2
AA0216,991226,0:00:00,0:00:00,0,15:07:06,15:07:34,28,Z2ARIE,2
AA0216,991226,15:21:13,15:23:06,113,15:23:06,15:30:06,420,Z2ARIE,1
AA0216,991226,0:00:00,0:00:00,0,15:38:18,15:47:42,564,Z2ARIE,1
AA0216,991226,0:00:00,0:00:00,0,16:01:18,16:04:50,212,Z2OFERZ,1
AA0216,991226,16:12:13,16:12:23,10,16:12:23,16:20:45,502,Z2OFERZ,1
AA0216,991226,16:19:23,16:20:59,96,16:20:59,16:26:26,327,Z2OFERZ,1
AA0216,991226,16:32:54,16:34:03,69,16:34:02,16:34:30,28,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,16:46:09,16:52:33,384,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,16:55:04,16:58:54,230,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,16:57:58,17:00:24,146,Z2EYAL,2
AA0216,991226,0:00:00,0:00:00,0,17:03:15,17:08:06,291,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,17:22:49,17:25:03,134,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,17:36:31,17:37:25,54,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,17:53:38,17:54:13,35,Z2OFERZ,1
AA0216,991226,17:57:44,17:58:05,21,17:58:04,17:59:08,64,Z2EYAL,1
AA0216,991226,17:59:37,18:00:23,46,18:00:22,18:01:01,39,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,18:10:54,18:20:41,587,Z2OFERZ,1
AA0216,991226,18:13:25,18:20:49,444,18:20:49,18:35:03,854,Z2OFERZ,1
AA0216,991226,18:28:03,18:31:10,187,18:31:09,18:34:00,171,Z2EYAL,2
AA0216,991226,0:00:00,0:00:00,0,18:35:53,18:38:18,145,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,18:42:18,18:44:25,127,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,18:49:25,18:53:23,238,Z2OFERZ,1
AA0216,991226,18:51:06,18:52:18,72,18:52:18,19:01:47,569,Z2EYAL,2
AA0216,991226,18:53:06,18:53:31,25,18:53:31,19:01:05,454,Z2OFERZ,2
AA0216,991226,19:00:52,19:01:52,60,19:01:51,19:05:08,197,Z2EYAL,1
AA0216,991226,19:02:38,19:05:13,155,19:05:11,19:06:56,105,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,19:13:11,19:20:34,443,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,19:17:42,19:26:30,528,Z2EYAL,2
AA0216,991226,0:00:00,0:00:00,0,19:32:29,19:33:40,71,Z2EYAL,1
AA0216,991226,19:36:48,19:38:50,122,19:38:49,20:01:41,1372,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,20:00:44,20:12:54,730,Z2EYAL,2
AA0216,991226,0:00:00,0:00:00,0,20:03:23,20:04:04,41,Z2OFERZ,2
AA0216,991226,0:00:00,0:00:00,0,20:12:57,20:18:43,346,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,20:38:30,20:39:21,51,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,20:42:31,20:58:22,951,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,20:50:51,20:57:13,382,Z2EYAL,2
AA0216,991226,21:05:04,21:05:31,27,21:05:30,21:06:25,55,Z2OFERZ,1
AA0216,991226,21:10:08,21:15:10,302,21:15:09,21:25:36,627,Z2OFERZ,1
AA0216,991226,21:20:01,21:25:42,341,21:25:41,21:28:57,196,Z2OFERZ,1
AA0216,991226,21:32:21,21:32:28,7,21:32:27,21:39:49,442,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,21:44:07,21:59:12,905,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,21:49:12,21:50:03,51,Z2EYAL,2
AA0216,991226,0:00:00,0:00:00,0,22:02:10,22:02:52,42,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,22:07:30,22:09:13,103,Z2OFERZ,1
AA0216,991226,0:00:00,0:00:00,0,22:14:20,22:17:01,161,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,22:27:51,22:29:24,93,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,22:35:58,22:40:10,252,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,22:43:38,22:49:58,380,Z2EYAL,1
AA0216,991226,23:20:58,23:21:48,50,23:21:47,23:23:43,116,Z2EYAL,1
AA0216,991226,23:24:03,23:24:40,37,23:24:39,23:32:10,451,Z2EYAL,1
AA0216,991226,0:00:00,0:00:00,0,23:51:29,23:54:44,195,Z2EYAL,1
AA0216,991227,0:00:00,0:00:00,0,9:24:17,9:34:59,642,Z2SPIEGEL,1
AA0216,991227,9:32:15,9:35:06,171,9:35:05,9:37:19,134,Z2SPIEGEL,1
AA0216,991227,0:00:00,0:00:00,0,9:47:40,9:49:56,136,Z2SPIEGEL,1
AA0216,991227,0:00:00,0:00:00,0,9:58:05,10:12:05,840,Z2SPIEGEL,1
AA0216,991227,10:20:07,10:20:37,30,10:20:36,10:27:02,386,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,10:24:29,10:25:54,85,Z2SPIEGEL,2
AA0216,991227,10:31:38,10:32:27,49,10:32:26,10:33:54,88,Z2ARIE,1
AA0216,991227,10:45:35,10:49:25,230,10:49:24,10:52:16,172,Z2SPIEGEL,1
AA0216,991227,10:59:05,11:00:03,58,11:00:03,11:25:52,1549,Z2ARIE,1
AA0216,991227,11:09:13,11:10:49,96,11:10:49,11:19:30,521,Z2SPIEGEL,2
AA0216,991227,0:00:00,0:00:00,0,11:27:47,11:29:44,117,Z2SPIEGEL,1
AA0216,991227,0:00:00,0:00:00,0,11:30:07,11:37:38,451,Z2SPIEGEL,1
AA0216,991227,11:30:53,11:33:46,173,11:33:45,11:35:35,110,Z2ARIE,2
AA0216,991227,0:00:00,0:00:00,0,11:54:25,11:55:22,57,Z2ARIE,1
AA0216,991227,11:55:19,11:55:29,10,11:55:28,11:59:48,260,Z2ARIE,1
AA0216,991227,11:56:14,12:00:34,260,12:00:34,12:03:38,184,Z2ARIE,1
AA0216,991227,12:04:50,12:06:19,89,12:06:18,12:08:17,119,Z2SPIEGEL,1
AA0216,991227,12:11:41,12:12:34,53,12:12:34,12:27:34,900,Z2ARIE,1
AA0216,991227,12:23:30,12:25:50,140,12:25:49,12:27:35,106,Z2SPIEGEL,2
AA0216,991227,12:38:04,12:39:32,88,12:39:32,12:42:35,183,Z2ARIE,1
AA0216,991227,12:42:31,12:43:22,51,12:43:22,12:47:00,218,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,12:53:59,12:54:43,44,Z2SPIEGEL,1
AA0216,991227,12:59:07,12:59:50,43,12:59:49,13:05:14,325,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,13:12:36,13:29:05,989,Z2SPIEGEL,1
AA0216,991227,13:14:57,13:20:15,318,13:20:15,13:24:37,262,Z2ARIE,2
AA0216,991227,0:00:00,0:00:00,0,13:36:45,13:39:22,157,Z2SPIEGEL,1
AA0216,991227,0:00:00,0:00:00,0,14:10:06,14:21:02,656,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,14:26:52,14:32:18,326,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,14:48:28,15:00:12,704,Z2SPIEGEL,1
AA0216,991227,0:00:00,0:00:00,0,15:00:54,15:07:17,383,Z2ELINOR,1
AA0216,991227,15:05:13,15:07:25,132,15:07:24,15:08:19,55,Z2ELINOR,1
AA0216,991227,0:00:00,0:00:00,0,15:14:47,15:17:09,142,Z2EYAL,1
AA0216,991227,0:00:00,0:00:00,0,15:25:36,15:27:15,99,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,15:26:58,15:31:08,250,Z2ELINOR,2
AA0216,991227,0:00:00,0:00:00,0,15:38:50,15:51:57,787,Z2ARIE,1
AA0216,991227,0:00:00,0:00:00,0,15:57:34,15:59:57,143,Z2EYAL,1
AA0216,991227,0:00:00,0:00:00,0,16:14:49,16:16:10,81,Z2EYAL,1
AA0216,991227,16:17:31,16:22:57,326,16:22:56,16:36:54,838,Z2ELINOR,1
AA0216,991227,16:29:48,16:38:46,538,16:38:45,16:49:56,671,Z2EYAL,1
AA0216,991227,16:51:05,16:51:52,47,16:51:51,16:59:32,461,Z2ELINOR,1
AA0216,991227,0:00:00,0:00:00,0,16:56:57,17:03:49,412,Z2OFERZ,2
AA0216,991227,0:00:00,0:00:00,0,17:10:48,17:11:36,48,Z2ELINOR,1
AA0216,991227,0:00:00,0:00:00,0,17:12:40,17:18:37,357,Z2ELINOR,1
AA0216,991227,17:27:12,17:28:26,74,17:28:25,17:29:42,77,Z2ELINOR,1
AA0216,991227,17:32:27,17:37:18,291,17:37:17,17:50:04,767,Z2ELINOR,1
AA0216,991227,17:49:31,17:51:07,96,17:51:07,17:58:09,422,Z2ELINOR,1
AA0216,991227,17:59:31,18:00:14,43,18:00:14,18:02:49,155,Z2OFERZ,1
AA0216,991227,18:03:55,18:04:31,36,18:04:30,18:14:12,582,Z2OFERZ,1
AA0216,991227,18:09:39,18:10:04,25,18:10:02,18:13:48,226,Z2EYAL,2
AA0216,991227,18:10:51,18:13:52,181,18:13:52,18:15:08,76,Z2EYAL,2
AA0216,991227,0:00:00,0:00:00,0,18:20:13,18:27:01,408,Z2EYAL,1
AA0216,991227,18:20:46,18:22:20,94,18:22:20,18:25:54,214,Z2OFERZ,2
AA0216,991227,18:25:57,18:27:02,65,18:27:01,18:33:11,370,Z2ELINOR,1
AA0216,991227,18:38:08,18:40:01,113,18:40:01,18:43:05,184,Z2EYAL,1
AA0216,991227,18:42:06,18:43:11,65,18:43:10,18:49:16,366,Z2EYAL,1
AA0216,991227,0:00:00,0:00:00,0,18:55:59,18:58:37,158,Z2ELINOR,1
AA0216,991227,0:00:00,0:00:00,0,19:10:02,19:20:08,606,Z2ELINOR,1
AA0216,991227,19:19:00,19:22:44,224,19:22:43,19:24:17,94,Z2ELINOR,1
AA0216,991227,19:24:44,19:24:50,6,19:24:50,19:25:14,24,Z2OFERZ,1
AA0216,991227,19:25:37,19:26:04,27,19:26:04,19:32:33,389,Z2ELINOR,1
AA0216,991227,19:26:25,19:29:55,210,19:29:54,19:33:43,229,Z2OFERZ,2
AA0216,991227,19:30:32,19:33:49,197,19:33:48,19:37:08,200,Z2OFERZ,1
AA0216,991227,0:00:00,0:00:00,0,20:18:38,20:24:44,366,Z2ELINOR,1
AA0216,991227,20:25:20,20:27:10,110,20:27:10,20:28:12,62,Z2ELINOR,1
AA0216,991227,20:37:02,20:37:33,31,20:37:33,20:43:44,371,Z2OFERZ,1
AA0216,991227,0:00:00,0:00:00,0,21:36:09,21:46:39,630,Z2ASSAF,1
AA0216,991227,21:47:50,21:51:31,221,21:51:29,21:58:53,444,Z2OFERZ,1
AA0216,991227,0:00:00,0:00:00,0,22:03:04,22:07:58,294,Z2ASSAF,1
AA0216,991227,22:22:46,22:29:21,395,22:29:20,22:58:04,1724,Z2ASSAF,1
AA0216,991227,22:29:36,22:36:46,430,22:36:45,22:45:03,498,Z2OFERZ,2
AA0216,991227,22:47:32,22:51:30,238,22:51:29,22:52:40,71,GELBER,2
AA0216,991227,22:53:02,22:56:11,189,22:56:11,23:02:30,379,Z2OFERZ,2
AA0216,991227,23:04:53,23:05:02,9,23:05:01,23:23:06,1085,Z2ASSAF,1
AA0216,991227,23:11:24,23:23:54,750,23:23:54,23:25:32,98,GELBER,1
AA0216,991227,23:24:17,23:25:38,81,23:25:37,23:26:33,56,GELBER,1
AA0216,991227,23:26:01,23:28:03,122,23:28:02,23:30:12,130,GELBER,1
AA0216,991228,7:07:07,7:16:40,573,7:16:39,7:18:30,111,AVI,1
AA0216,991228,0:00:00,0:00:00,0,7:57:56,8:00:26,150,Z2SPIEGEL,1
AA0216,991228,8:23:24,8:23:46,22,8:23:45,8:28:10,265,Z2SPIEGEL,1
AA0216,991228,8:49:57,8:50:08,11,8:50:08,8:51:27,79,Z2SPIEGEL,1
AA0216,991228,8:52:03,8:53:14,71,8:53:13,8:55:05,112,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,9:00:10,9:01:02,52,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,9:04:07,9:08:38,271,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,9:15:09,9:17:27,138,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,9:25:23,9:26:23,60,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,9:28:20,9:31:39,199,Z2SPIEGEL,1
AA0216,991228,9:29:57,9:31:49,112,9:31:49,9:32:18,29,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,9:49:08,9:53:51,283,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,10:12:58,10:13:45,47,Z2NIRIT,1
AA0216,991228,10:15:17,10:16:09,52,10:16:09,10:22:03,354,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,10:32:53,10:35:00,127,Z2SPIEGEL,1
AA0216,991228,10:38:34,10:39:25,51,10:38:48,10:40:56,128,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,10:44:51,10:45:46,55,Z2SPIEGEL,1
AA0216,991228,0:00:00,0:00:00,0,10:53:11,10:53:44,33,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,11:05:33,11:23:42,1089,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,11:52:56,12:01:27,511,Z2NIRIT,1
AA0216,991228,12:14:06,12:14:10,4,12:14:10,12:21:46,456,Z2NIRIT,1
AA0216,991228,12:20:50,12:23:49,179,12:23:47,12:27:54,247,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,12:42:30,12:42:51,21,Z2NIRIT,1
AA0216,991228,12:45:55,12:48:40,165,12:48:39,13:20:14,1895,Z2NIRIT,1
AA0216,991228,13:25:14,13:25:46,32,13:25:45,13:32:58,433,Z2NIRIT,1
AA0216,991228,13:38:43,13:40:39,116,13:40:39,13:44:17,218,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,14:17:35,14:21:53,258,Z2NIRIT,1
AA0216,991228,14:22:43,14:22:58,15,14:22:58,14:27:40,282,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,14:33:15,14:36:22,187,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,14:38:25,14:39:40,75,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,15:12:54,15:14:00,66,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,15:18:29,15:28:54,625,Z2NIRIT,1
AA0216,991228,0:00:00,0:00:00,0,15:34:09,15:35:41,92,Z2NIRIT,1
AA0216,991228,15:38:43,15:42:50,247,15:42:49,15:52:42,593,Z2NIRIT,1
AA0216,991228,16:07:14,16:14:38,444,16:14:37,16:39:31,1494,Z2NIRIT,1
AA0216,991228,16:27:48,16:39:37,709,16:39:36,16:41:46,130,Z2NIRIT,1
AA0216,991228,16:39:58,16:43:46,228,16:43:46,17:00:54,1028,Z2NIRIT,1
AA0216,991228,16:59:35,17:05:36,361,17:05:36,17:29:34,1438,Z2EYAL,1
AA0216,991228,17:17:42,17:35:09,1047,17:35:07,17:44:08,541,Z2EYAL,1
AA0216,991228,17:44:01,17:44:28,27,17:44:27,17:57:06,759,Z2EYAL,1
AA0216,991228,0:00:00,0:00:00,0,19:40:10,19:46:41,391,Z2EYAL,1
AA0216,991228,0:00:00,0:00:00,0,20:36:29,20:38:20,111,Z2EYAL,1
AA0216,991228,0:00:00,0:00:00,0,20:50:49,20:51:34,45,Z2EYAL,1
AA0216,991228,0:00:00,0:00:00,0,20:52:48,20:55:46,178,Z2EYAL,1
AA0216,991228,21:04:49,21:08:09,200,21:08:08,21:11:33,205,Z2EYAL,1
AA0216,991228,21:17:50,21:24:02,372,21:24:01,21:39:55,954,Z2EYAL,1
AA0216,991228,21:57:51,22:13:06,915,22:13:05,22:15:45,160,Z2EYAL,1
AA0216,991228,22:15:03,22:26:27,684,22:26:26,22:27:37,71,DORIT,1
AA0216,991228,0:00:00,0:00:00,0,22:49:18,22:50:35,77,DORIT,1
AA0216,991228,22:52:12,22:55:03,171,22:55:02,22:56:22,80,DORIT,1
AA0216,991228,23:01:44,23:02:34,50,23:02:33,23:03:36,63,DORIT,1
AA0216,991228,23:18:14,23:24:36,382,23:24:35,23:26:11,96,DORIT,1
AA0216,991228,23:29:36,23:31:37,121,23:31:36,23:32:52,76,DORIT,1
AA0216,991228,23:32:05,23:33:50,105,23:33:49,23:36:07,138,DORIT,1
AA0216,991228,23:40:52,23:41:14,22,23:41:13,23:43:21,128,DORIT,1
AA0216,991229,0:00:00,0:00:00,0,7:35:31,7:40:18,287,Z2SPIEGEL,1
AA0216,991229,7:57:29,7:58:04,35,7:58:03,8:03:24,321,Z2NIRIT,1
AA0216,991229,0:00:00,0:00:00,0,8:06:32,8:09:41,189,Z2NIRIT,1
AA0216,991229,0:00:00,0:00:00,0,8:27:22,8:33:05,343,Z2NIRIT,1
AA0216,991229,0:00:00,0:00:00,0,8:38:33,9:13:20,2087,Z2NIRIT,1
